"english","darija"
"Oh, where are you going?",""
"Now that would be telling.",""
"Just on the way to Cirencester.",""
"The funny thing is I have no idea where I am now.",""
"We're in the Alan Turing Foundation.",""
"For me, it's especially the closest park in my house.",""
"And since he's got a pond and some ducks, I come here a lot.",""
"I like ducks a lot.",""
"How did Alan Turing find the park?",""
"I suppose he just looked around and there it was.",""
"lucky for me I had some bread in my bag or the ducks would have gone home with empty stomachs.",""
"I'll have some more if you want.",""
"I always bring too much.",""
"And there's a lot of kids, sometimes grown-ups, and they're happy that I give them some bread to throw in the ducks.",""
"No that is alright.",""
"I can hear my train whistle blwoing so I should run.",""
"Nice talking to you.",""
"Hello!",""
"How nice to see you!",""
"What a pleasure to meet you.",""
"How are you?",""
"I'm as well as can be expected.",""
"I've got my aches and pains but at 93 I can't grumble.",""
"How are you and the children?",""
"They must be growing up fast.",""
"It's hard sometimes to get old.",""
"I understand.",""
"And 93 is an age beyond honor and you always have a good eye.",""
"The kids are fine, thank you.",""
"They're almost grown now.",""
"Paul's studying architecture.",""
"That's marvellous.",""
"And what about Emma?",""
"She had a talent for music if I remember.",""
"Emma's a senior scientist in high school.",""
"She's graduating this year.",""
"She goes on with the music and part of a symphony orchestra.",""
"That's good to hear that she has kept the music up and will have a good career.",""
"I miss playing the piano.",""
"We don't have one here and the only music I do is to join in with the weekly song-song.",""
"Don't you have a chance to get a loan from a charity?",""
"I know there's a lot of musticists working with the nursing homes.",""
"Don't you ever perform with musicians?",""
"Just the weekly song?",""
"I don't know about loans.",""
"A piano is a big thing though it would be good if there was a keyboard.",""
"I could have a tinkle in that.",""
"The sing-song.",""
"- dear me, that is a dreadful thing.",""
"Terrible songs and my terrible singing",""
"You're going to get addressed to the living council of the house.",""
"He could certainly put you in touch with a charity.",""
"Is it so bad the songs?",""
"What are they?",""
"From what era?",""
"I think I heard the bell for the evening meal.",""
"Will you stay for some food or do you have to leave now?",""
"We don't plan on staying for dinner and you know better than to call.",""
"I hope I can come back soon and we can arrange for me to stay for dinner with you.",""
"Thank you so much for coming to see me.",""
"it means so much to me to keep in touch.",""
"I hope you can come again soon.",""
"It was very nice to meet you, too.",""
"I'll be back.",""
"Maybe next week.",""
"These unfortunate ducks are very thin.",""
"Have you got bread to give?",""
"I have a few slices.",""
"It's been a hard winter for them and I don't think they've had very much to eat.",""
"They've started to build their nests, so they will need some fat on them for when they are sitting on eggs.",""
"Hey, you seem to know these brave ducks.",""
"Where did you learn all this?",""
"I'm a keen ornithologist.",""
"I spend weekends studying birds and looking for rare species.",""
"What are your hobbies?",""
"I see you're a specialist!",""
"I also like to walk around and listen to birds, but I don't know anything about it.",""
"What rare species are you looking for?",""
"Nightingales are quite rare.",""
"They sing beautifully.",""
"But when it comes to birdsong, I love the cheeky sound of the blackbird.",""
"I don't think you can beat waking up to the noisy sound of the birds.",""
"You've travelled in distant countries to see and listen to some very rare species?",""
"Yes, I was in Sri Lanka recently and saw some wonderful birds and animals.",""
"Have you travelled much?",""
"Yes, very much, especially in South America where there are extraordinary animals in the Amazon forest.",""
"Did you get a chance to get there?",""
"There's some amazing birds in Brazil.",""
"No, I would love to go to South America and particularly Brazil.",""
"It would be incredible to see a Toucan in the wild.",""
"I need to save up enough money to go there.",""
"Yes, a trip to South America costs enough.",""
"I'd like to go to Argentina and see the condors.",""
"I've heard that Argentina is a beautiful country too with stunning landscapes.",""
"It's a country I know very little about.",""
"I will have to do some research.",""
"We have to go south to Fire Nation.",""
"Chile too is a beautiful country.",""
"You'll find more animals there than those poor ducks!",""
"Hi, how are you?",""
"Hello, I am great thank you.",""
"How are you doing today?",""
"I'm fine.",""
"It's a good time to feed the ducks.",""
"Why is that?",""
"Because they are hungry",""
"They look hungry.",""
"What shall we give them to eat?",""
"I have heard that bread is not the best for them, what do you think?",""
"He was leaving that giving ducks bread is not good for them.",""
"Better give them carrots.",""
"Haha!",""
"The carrots might sink before they have a chance to eat them!",""
"It doesn't float carrots?",""
"If we reach out, maybe they'll come for lunch.",""
"At worst, they'll go down.",""
"Hopefully they won't sink while eating, that would be a sad lunchtime for them.",""
"Maybe we could try and stroke them?",""
"If we make duck noises they might come over!",""
"Shall we try?",""
"Yes!",""
"Let's try",""
"Corner little duck, come over here we have something to eat.",""
"Quack Quack",""
"Yes!",""
"He came over.",""
"He took the carrot from your hand!",""
"Let's just use it to stroke him before he leaves.",""
"Ah, too late.",""
"He got scared.",""
"All he left was feathers on the way out.",""
"Maybe he'll get caressed next time.",""
"We should go home.",""
"Good evening, my friend.",""
"How are you this evening?",""
"I've got terrible flatulence my friend.",""
"The food here is terrible!",""
"Oh, my poor old man.",""
"I brought you a bottle of wine, no one saw anything.",""
"Here, I'll hide it for you.",""
"Thanks but aren't you going to have some with me?",""
"It's up to you.",""
"You can keep it for yourself, we can drink from two, or we can also invite the nurse that I ran into the hallway when I came in.",""
"She's all right!",""
"Yes, it's fine.",""
"Most of the old folks in here don't know what day it is and wouldn't notice anyway!",""
"I know which nurse you mean - she gave me a nice massage earlier!",""
"Massage?",""
"Did you pay her for that, or do you think she likes you?",""
"Yes, the nurses gives us massages all the time.",""
"I get most of them though.",""
"The nurses seem to be queuing up!",""
"She wouldn't take any money from me.",""
"She says her services are free but I'm not sure what she means?",""
"Hmm, that's nice, but a little weird, isn't it?",""
"I mean, whatever!",""
"What matters is that there's a pretty nurse like that giving you massages.",""
"So, shall we open this bottle of wine?",""
"Yes, let's get it opened.",""
"I've got two nice wine glasses in my bedside cabinet.",""
"I've also got some playing cards here.",""
"Shall we invite one or two of the others and we can all play poker?",""
"That's a good idea.",""
"You want me to knock on doors, or do you have specific people in mind?",""
"Anybody, Just make sure you avoid door number 6.",""
"The lady in there is bonkers, and hurls abuse at everybody!",""
"All right, I'll look for people and I'll be right back!",""
"I'll be right back.",""
"I am worried about my mother.",""
"Tell me about your mother.",""
"Why are you worried about her?",""
"Well I am more worried about what she makes me do!",""
"Oh?",""
"What's she doing to you?",""
"I never seem to get any time on my own.",""
"She is always there.",""
"She tells you all the time what to do and how to do it?",""
"Well, no not really, but it's like she is watching me.",""
"And you feel like she's on trial?",""
"More like me being on trial.",""
"and I think she follows me...",""
"Is she following you?",""
"In town, everywhere?",""
"Not everywhere but yesterday I was in a coffee shop and I saw her at the door.",""
"When I looked up she was gone!",""
"Are you sure it was her?",""
"To be truthful...",""
"I am not sure anyone was there",""
"Who were you spying on?",""
"Why do you think I was spying?",""
"No, no, I was asking you who was spying on the door.",""
"It was a woman in a black coat carrying an umbrella",""
"She had long blonde hair tied in a bun.",""
"And your mother looks like that?",""
"sort off... it is like the photos of her as a young woman.",""
"But it probably wasn't her, then, was it?",""
"What did you have to do with your mother when you were a child?",""
"That's what I meant about not being sure anyone was there.",""
"I used to have a photo of her pinned on the wall next to my bed",""
"I used to cry a lot.",""
"I remember that",""
"Did she take care of you much?",""
"When she was at home yes, but I remember her being away from home a lot.",""
"Did you miss her when she was far away?",""
"Yes",""
"but I don't think she was that far away.",""
"Unfortunately, our time is up, it's time for my next patient.",""
"You'll be back next week, same time, same time?",""
"Thank you doctor",""
"yes I think my mother is waiting for me",""
"Good night",""
"Hey, you, did you just get in the neighborhood?",""
"This is the first time I've seen you, and you're at the regular table!",""
"Sorry.",""
"But I don't like being addressed as 'Hey, you.' How was I to know what table to sit at?",""
"I'll sit at the bar.",""
"If that's allowed?",""
"Oh, you've got character!",""
"Don't get upset!",""
"Can I get you something?",""
"Are you waiting for someone?",""
"I think we got off to a bad start.",""
"I'm not upset.",""
"Your tone seemed unwelcoming.",""
"I'll have a red wine and yes I'm waiting for a friend.",""
"Any more questions?",""
"I'm sorry I didn't want to rush you.",""
"I can offer you the wines of the days that are on the slate there.",""
"Is there a wine that is particularly local?",""
"You might be better off at the back table over there?",""
"It's kind of cozy, a little away from the rest of the customers.",""
"We only have local beer, wine comes from Bordeaux or the Coast of the Rhones.",""
"Ah I understand now.",""
"When you said regular table I thought I was sitting at another customer's regular table.",""
"Can I have a beer?",""
"Yes, you see, there are 12 and come every day at 2: 00.",""
"They are real drunks, I suggest you step away if your date is a little more...",""
"Sure, I'll bring the beer.",""
"OK.",""
"I see what you mean now.",""
"Thanks.",""
"Your friend doesn't seem to be here.",""
"Do you want me to keep you company?",""
"Oh that's very kind of you.",""
"She'll not be long.",""
"Let me introduce myself.",""
"My names Esther.",""
"What's yours?",""
"My name is Mathilde.",""
"Do you live around here?",""
"It's rare to see any new faces.",""
"Sorry got to go.",""
"See you tomorrow.",""
"Okay, I'll see you tomorrow!",""
"Good afternoon to you!",""
"Good morning, Maria!",""
"How are you?",""
"So so.",""
"The leg's playing up a bit.",""
"And the nurses keep disturbing me every time I nod off.",""
"You can never get any peace around here!",""
"It's true, they spend their time bothering us.",""
"She's moving objects in the rooms.",""
"She tells us to go here, do that, pfft.",""
"Who's that?",""
"I can't see very well anymore.",""
"Why is there a woman in my room?",""
"And you shouldn't be complaining!",""
"You get to stay at home and live you life, while I'm stuck in here.",""
"I was kidding!",""
"They're doing it for your own good.",""
"For my own good?!",""
"That's it, that's it!",""
"You've been talking about me behind my back.",""
"They've turned you against me, I know it!",""
"Come on, come on, you know I would never do that!",""
"Tell me about your day.",""
"What did you eat?",""
"I knew it!",""
"You have been talking to the nurses.",""
"They've been trying to get me to eat all day.",""
"Except I'm too smart for them.",""
"I know they're trying to poison me you see.",""
"So I've kept a little stash of sweets here under my pillow.",""
"That way I'll never starve.",""
"Stop talking nonsense, they would never do that.",""
"It's spring, how about a way out in the park?",""
"We could arrange this for a weekend of May.",""
"I'll ask Marcel, Jeannine and Leon if they want to come.",""
"I'm not friends with Jeannine anymore.",""
"She keeps stealing my crossword.",""
"And I'm sure she snogged Leon behind the medicine cupboard last Thursday.",""
"Too bad, we'll do it without them!",""
"Hello there",""
"Good evening.",""
"How are you?",""
"Very well thanks, and you?",""
"How do you think you are getting on with your Maths exam revision?",""
"I'm fine, thank you very much.",""
"I'm not sure, actually.",""
"I'm having a little trouble understanding the differential equations.",""
"Can you help me, please?",""
"Of course!",""
"What exactly are you struggling to get the hang of?",""
"Unfortunately, I didn't understand the last sentence, can you rephrase that?",""
"Of course - which concepts are you needing assistance with?",""
"Thank you.",""
"I need an explanation about derivatives.",""
"I'm having trouble understanding the principle.",""
"No problem - is it differentiation or integration you're needing help with the principle of?",""
"Is it okay that the exam will cover all of the concepts that you saw in the second semester?",""
"Yes, everything in Term 2 will be assessed in full.",""
"Is there anything further I can help with today?",""
"My next lesson starts shortly so I don't have much more time unfortunately.",""
"No problem, that's a lot.",""
"Thank you for your time.",""
"No problem, enjoy the rest of your evening!",""
"Hey, let's go swimming:)",""
"Nah.",""
"I'm fine here thanks.",""
"But you could get me a drink if you like.",""
"Okay, but only if you drop your book.",""
"Why?",""
"What's wrong with me reading?",""
"Am I bothering you?",""
"I can't see how... Why don't you join me?",""
"Haha!",""
"No problem!",""
"You're just too lazy with this great weather!",""
"Come on, let's go.",""
"Really?",""
"Why can't we just stay here a bit?",""
"I'm making the most of the sun right here.",""
"You should do the same.",""
"Oh, no, we'll spend all our time in the sun.",""
"Oh yes!",""
"I'd rather go out and enjoy the water and freshen up.",""
"Come with me!",""
"It'll do you good, you'll see",""
"Plus I have a frisbee!",""
"It'll be fun!",""
"But we need more people to play proper frisbee.",""
"Otherwise it's just like throwing a plate back and forth.",""
"Haha",""
"Show me how you do it, I don't want you to be ashamed of yourself right now!",""
"Why would I be ashamed?",""
"I know that I'm pretty good.",""
"I don't need to prove it!",""
"Bring me a team of people and I'll play.",""
"And a cocktail.",""
"Please.",""
"I don't think you're gonna make it up to him.",""
"Okay.",""
"So a long island for ma'am, and I'm going to look for Sasha and Daniel, don't move!",""
"Only once I've finished my drink!",""
"I always play better after a little drink!",""
"It's not too early for a cocktail is it?",""
"It depends on the client.",""
"If you want one, I'll do it.",""
"Otherwise, I don't.",""
"It's up to you to decide what's best for you... to a certain extent.",""
"Oh, ok.",""
"Well I could have one then, if you don't mind that is... Do you have a menu?",""
"Are there any specials?",""
"Would you like a cocktail with a piece of it?",""
"We have some special plates.",""
"Especially to share.",""
"It's very good with a mojito.",""
"I'm not that hungry actually.",""
"But what do you mean by 'a piece of it'?",""
"You mean a board to share?",""
"It's a board with specialities for a friend's drink.",""
"Ok, I think I understand sort of.",""
"But no thanks, just a nice cocktail.",""
"Anything with rum, although I'm not a fan of mint.",""
"Thank you!",""
"In a nice glass with a funky straw if you have one!",""
"No mint?",""
"No problem.",""
"Would you like a punch punch?",""
"The recipe is made of rum juice, orange juice and grenadine.",""
"Ah I'm not sure I know what a punch punch is, but why not!",""
"Could you ask some pineapple instead of the grenadine perhaps?",""
"Anything else, you decide!",""
"Oh, and perhaps a bit of coconut milk if you have some.",""
"A pina coladas?",""
"Don't worry, I'll do it right now.",""
"And a beautiful umbrella!",""
"A board for eating at the same time?",""
"I can do that to you.",""
"Do you have any preferences?",""
"Hmm, I wasn't that hungry.",""
"But perhaps some chips would be good.",""
"No sauce though - I like them plan, with a bit of salt!",""
"And why not a burger and a salad too!",""
"I meant plain for the chips, sorry.",""
"Good in general I serve codfish and sweet potato chips with this cocktail.",""
"Is that all right?",""
"The hamburger will be here later.",""
"Ok, I'll have the fish and chips for starter and I'll get the burger later!",""
"I hope there'll be enough room for dessert afterwards!",""
"You do do desserts, don't you?",""
"Yes, we make desserts.",""
"A very nice mango soup, by the way, if you're still hungry after your meal.",""
"In the meantime, here's your number.",""
"We call you when the cocktails and the board are ready.",""
"Great!",""
"Thanks!",""
"I might be getting some shots later too, once my friends arrive!",""
"Don't hesitate to come back.",""
"Good night, anyway!",""
"Thanks again!",""
"Good evening!",""
"May I have a caipirinha, please?",""
"Sorry I am new here, I really dthink not know my cocktails yet",""
"Could you tell me how to make it",""
